discoverymethod,description,periastrontime,discoveryyear,eccentricity,semimajoraxis,period,name,mass,periastron,list,lastupdate
transit,"Kepler-187 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-187 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,10.640263,Kepler-187 c,,,Confirmed planets,14/02/26
transit,"Kepler-187 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-187 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,4.938864,Kepler-187 b,,,Confirmed planets,14/02/26
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.054000,6.30921984,Kepler-1880 b,0.01610,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.536800,159.39399720,Kepler-1881 b,0.02890,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.115100,13.78730011,Kepler-1882 b,0.00886,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.443800,103.42700200,Kepler-1883 b,0.03340,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.084500,8.98832035,Kepler-1884 b,0.01240,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.036000,2.52255988,Kepler-1885 b,0.00910,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.160000,24.27580070,Kepler-1886 b,0.02260,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.142100,19.94750023,Kepler-1887 b,0.02790,,Confirmed planets,22/02/01
transit,"Kepler-188 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-188 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,5.996553,Kepler-188 c,,,Confirmed planets,14/02/26
transit,"Kepler-188 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-188 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,2.061897,Kepler-188 b,,,Confirmed planets,14/02/26
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.056300,4.82059002,Kepler-1890 b,0.00185,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.047300,4.02229023,Kepler-1891 b,0.00921,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.063300,6.33123016,Kepler-1892 b,0.01270,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.050400,4.17936993,Kepler-1893 b,0.01120,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.038500,2.76266003,Kepler-1894 b,0.00590,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.061500,6.07029009,Kepler-1895 b,0.01620,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.252900,44.87020111,Kepler-1896 b,0.03080,,Confirmed planets,22/02/01
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.154600,24.22030067,Kepler-1897 b,0.02620,,Confirmed planets,22/02/01
transit,"Kepler-189 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-189 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,20.134866,Kepler-189 c,,,Confirmed planets,14/02/26
transit,"Kepler-189 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-189 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,10.399931,Kepler-189 b,,,Confirmed planets,14/02/26
transit,"The Kepler-18 system is hosting at least three transiting planets. It was discovered with the Kepler satellite, and confirmed by a combination of large transit-timing variations, radial-velocity variations, Warm-Spitzer observations, and a statistical analysis of false-positive probabilities.",,2011,,0.0447,3.504725,Kepler-18 b,0.0217,,Confirmed planets,11/10/05
transit,"The Kepler-18 system is hosting at least three transiting planets. It was discovered with the Kepler satellite, and confirmed by a combination of large transit-timing variations, radial-velocity variations, Warm-Spitzer observations, and a statistical analysis of false-positive probabilities.",,2011,,0.0752,7.64159,Kepler-18 c,0.054,,Confirmed planets,11/10/05
transit,"The Kepler-18 system is hosting at least three transiting planets. It was discovered with the Kepler satellite, and confirmed by a combination of large transit-timing variations, radial-velocity variations, Warm-Spitzer observations, and a statistical analysis of false-positive probabilities.",,2011,,0.1172,14.85888,Kepler-18 d,0.052,,Confirmed planets,11/10/05
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.030600,2.39160991,Kepler-1909 b,0.00419,,Confirmed planets,22/02/01
transit,"Kepler-190 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-190 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,2.019999,Kepler-190 b,,,Confirmed planets,14/02/26
transit,"Kepler-190 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-190 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,3.763024,Kepler-190 c,,,Confirmed planets,14/02/26
